Dijkstra from v0
v0 -> v3609: 12
v0 -> v3610: 24
v0 -> v3611: 25
v0 -> v3612: 24
v0 -> v3613: 25
v0 -> v3614: 36
v0 -> v3615: 25
v0 -> v3616: 13
v0 -> v3617: 15
v0 -> v3618: 15
v0 -> v3619: 26
v0 -> v3620: 19
v0 -> v3621: 24
v0 -> v3622: 31
v0 -> v3623: 14
v0 -> v3624: 21
v0 -> v3625: 25
v0 -> v3626: 25
v0 -> v3627: 23
v0 -> v3628: 49
v0 -> v3629: 34
v0 -> v3630: 37
v0 -> v3631: 25
v0 -> v3632: 13
v0 -> v3633: 25
v0 -> v3634: 13
v0 -> v3635: 25
v0 -> v3636: 26
v0 -> v3637: 25
v0 -> v3638: 15
v0 -> v3639: 14
v0 -> v3640: 28
v0 -> v3641: 25
v0 -> v3642: 25
v0 -> v3644: 16
v0 -> v3645: 26
v0 -> v3646: 18
v0 -> v3647: 18
v0 -> v3648: 25
v0 -> v3649: 25
v0 -> v3650: 25
v0 -> v3651: 14
v0 -> v3652: 25
v0 -> v3653: 25
v0 -> v3654: 25
v0 -> v3655: 25
v0 -> v3656: 16
v0 -> v3657: 25
v0 -> v3658: 25
v0 -> v3659: 25
v0 -> v3660: 13
v0 -> v3661: 14
v0 -> v3662: 14
v0 -> v3663: 25
v0 -> v3664: 28
v0 -> v3665: 28
v0 -> v3666: 28
v0 -> v3667: 28
v0 -> v3668: 28
v0 -> v3669: 28
v0 -> v3670: 28
v0 -> v3671: 28
v0 -> v3672: 28
v0 -> v3673: 28
v0 -> v3674: 28
v0 -> v3675: 16
v0 -> v3676: 15
v0 -> v3677: 14
v0 -> v3678: 13
v0 -> v3679: 14
v0 -> v3680: 14
v0 -> v3681: 22
v0 -> v3682: 16
v0 -> v3683: 14
v0 -> v3684: 13
v0 -> v3685: 15
v0 -> v3686: 18
v0 -> v3687: 15
v0 -> v3688: 25
v0 -> v3689: 29
v0 -> v3690: 24
v0 -> v3691: 13
v0 -> v3692: 16
v0 -> v3693: 23
v0 -> v3694: 17
v0 -> v3695: 14
v0 -> v3696: 13
v0 -> v3697: 23
v0 -> v3698: 16
v0 -> v3699: 24
v0 -> v3700: 25
v0 -> v3701: 25
v0 -> v3702: 26
v0 -> v3703: 14
v0 -> v3704: 24
v0 -> v3705: 13
v0 -> v3706: 20
v0 -> v3707: 14
v0 -> v3708: 14
v0 -> v3709: 25
v0 -> v3710: 25
v0 -> v3711: 25
v0 -> v3712: 14
v0 -> v3713: 14
v0 -> v3714: 14
v0 -> v3715: 13
v0 -> v3716: 14
v0 -> v3717: 25
v0 -> v3718: 13
v0 -> v3719: 26
v0 -> v3720: 14
v0 -> v3721: 25
v0 -> v3722: 25
v0 -> v3723: 25
v0 -> v3724: 26
v0 -> v3725: 13
v0 -> v3726: 13
v0 -> v3727: 25
v0 -> v3728: 15
v0 -> v3729: 15
v0 -> v3730: 15
v0 -> v3731: 15
v0 -> v3732: 20
v0 -> v3733: 13
v0 -> v3734: 13
v0 -> v3735: 10
v0 -> v3736: 15
v0 -> v3737: 15
v0 -> v3738: 16
v0 -> v3739: 25
v0 -> v3740: 14
v0 -> v3741: 21
v0 -> v3742: 14
v0 -> v3743: 14
v0 -> v3744: 13
v0 -> v3745: 15
v0 -> v3746: 14
v0 -> v3747: 23
v0 -> v3748: 15
v0 -> v3749: 15
v0 -> v3750: 13
v0 -> v3751: 14
v0 -> v3752: 13
v0 -> v3753: 13
v0 -> v3754: 15
v0 -> v3755: 13
v0 -> v3756: 15
v0 -> v3757: 15
v0 -> v3758: 14
v0 -> v3759: 13
v0 -> v3760: 13
v0 -> v3761: 13
v0 -> v3762: 13
v0 -> v3763: 16
v0 -> v3764: 15
v0 -> v3765: 15
v0 -> v3766: 14
v0 -> v3767: 10
v0 -> v3768: 14
v0 -> v3769: 14
v0 -> v3770: 14
v0 -> v3771: 14
v0 -> v3772: 15
v0 -> v3773: 13
v0 -> v3774: 14
v0 -> v3775: 13
v0 -> v3776: 13
v0 -> v3777: 13
v0 -> v3778: 13
v0 -> v3779: 13
v0 -> v3780: 13
v0 -> v3781: 12
v0 -> v3782: 13
