date,problem,algorytm,struktura,wierzcholki,gestosc,iteracja,czas_us
2026-06-25 17:04:53,mf,ford-fulkerson,lista,100,50,19,5176
2026-06-25 17:04:53,mf,ford-fulkerson,lista,100,50,20,2781
2026-06-25 17:04:53,mf,ford-fulkerson,lista,100,50,21,3238
2026-06-25 17:04:53,mf,ford-fulkerson,lista,100,50,22,2708
2026-06-25 17:04:53,mf,ford-fulkerson,lista,100,50,23,3047
2026-06-25 17:04:53,mf,ford-fulkerson,lista,100,50,24,8383
2026-06-25 17:04:53,mf,ford-fulkerson,lista,100,50,25,2361
2026-06-25 17:04:53,mf,ford-fulkerson,lista,100,50,26,8142
2026-06-25 17:04:53,mf,ford-fulkerson,lista,100,50,27,3279
2026-06-25 17:04:53,mf,ford-fulkerson,lista,100,50,28,6655
2026-06-25 17:04:53,mf,ford-fulkerson,lista,100,50,29,2239
2026-06-25 17:04:53,mf,ford-fulkerson,lista,100,50,30,1880
2026-06-25 17:04:53,mf,ford-fulkerson,lista,100,50,31,11270
2026-06-25 17:04:53,mf,ford-fulkerson,lista,100,50,32,3262
2026-06-25 17:04:53,mf,ford-fulkerson,lista,100,50,33,2402
2026-06-25 17:04:53,mf,ford-fulkerson,lista,100,50,34,2273
2026-06-25 17:04:53,mf,ford-fulkerson,lista,100,50,35,2466
2026-06-25 17:04:53,mf,ford-fulkerson,lista,100,50,36,3571
2026-06-25 17:04:53,mf,ford-fulkerson,lista,100,50,37,3837
2026-06-25 17:04:53,mf,ford-fulkerson,lista,100,50,38,2573
2026-06-25 17:04:53,mf,ford-fulkerson,lista,100,50,39,4749
2026-06-25 17:04:53,mf,ford-fulkerson,lista,100,50,40,2426
2026-06-25 17:04:53,mf,ford-fulkerson,lista,100,50,41,2439
2026-06-25 17:04:53,mf,ford-fulkerson,lista,100,50,42,2694
2026-06-25 17:04:53,mf,ford-fulkerson,lista,100,50,43,2660
2026-06-25 17:04:53,mf,ford-fulkerson,lista,100,50,44,4124
2026-06-25 17:04:53,mf,ford-fulkerson,lista,100,50,45,2764
2026-06-25 17:04:53,mf,ford-fulkerson,lista,100,50,46,2013
2026-06-25 17:04:53,mf,ford-fulkerson,lista,100,50,47,7525
2026-06-25 17:04:53,mf,ford-fulkerson,lista,100,50,48,2383
2026-06-25 17:04:53,mf,ford-fulkerson,lista,100,50,49,4345
2026-06-25 17:04:53,mf,ford-fulkerson,lista,100,50,50,3295
2026-06-25 17:04:53,mf,ford-fulkerson,lista,100,50,51,2679
2026-06-25 17:04:53,mf,ford-fulkerson,lista,100,50,52,6607
2026-06-25 17:04:53,mf,ford-fulkerson,lista,100,50,53,3638
2026-06-25 17:04:53,mf,ford-fulkerson,lista,100,50,54,2322
2026-06-25 17:04:53,mf,ford-fulkerson,lista,100,50,55,3532
2026-06-25 17:04:53,mf,ford-fulkerson,lista,100,50,56,2943
2026-06-25 17:04:53,mf,ford-fulkerson,lista,100,50,57,3120
2026-06-25 17:04:53,mf,ford-fulkerson,lista,100,50,58,2572
2026-06-25 17:04:53,mf,ford-fulkerson,lista,100,50,59,2469
2026-06-25 17:04:53,mf,ford-fulkerson,lista,100,50,60,2175
2026-06-25 17:04:53,mf,ford-fulkerson,lista,100,50,61,2240
2026-06-25 17:04:53,mf,ford-fulkerson,lista,100,50,62,3065
2026-06-25 17:04:53,mf,ford-fulkerson,lista,100,50,63,2947
2026-06-25 17:04:53,mf,ford-fulkerson,lista,100,50,64,3352
2026-06-25 17:04:53,mf,ford-fulkerson,lista,100,50,65,2301
2026-06-25 17:04:53,mf,ford-fulkerson,lista,100,50,66,3424
2026-06-25 17:04:53,mf,ford-fulkerson,lista,100,50,67,2845
2026-06-25 17:04:53,mf,ford-fulkerson,lista,100,50,avg,3522
2026-06-25 17:04:53,mf,ford-fulkerson,lista,100,50,min,1773
2026-06-25 17:04:53,mf,ford-fulkerson,lista,100,50,max,11270
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,1,5669
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,2,9772
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,3,10968
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,4,6775
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,5,7452
2026-06-25 17:04:53,mf,ford-fulkerson,macierz,100,50,6,11004
